Area,Item / ID,Live binding / source,Implementation,Art,Remaining work / evidence
"Planned perk","Steward (new-horizons:estates.steward)","config/newHorizonsPerks.json skills.new-horizons:estates.perks[id=new-horizons:estates.steward].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Investor (new-horizons:estates.investor)","config/newHorizonsPerks.json skills.new-horizons:estates.perks[id=new-horizons:estates.investor].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Resource Broker (new-horizons:estates.resourceBroker)","config/newHorizonsPerks.json skills.new-horizons:estates.perks[id=new-horizons:estates.resourceBroker].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Estate Network (new-horizons:estates.estateNetwork)","config/newHorizonsPerks.json skills.new-horizons:estates.perks[id=new-horizons:estates.estateNetwork].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Financier (new-horizons:estates.financier)","config/newHorizonsPerks.json skills.new-horizons:estates.perks[id=new-horizons:estates.financier].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Magnate (new-horizons:estates.magnate)","config/newHorizonsPerks.json skills.new-horizons:estates.perks[id=new-horizons:estates.magnate].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Scholar (new-horizons:learning.scholar)","config/newHorizonsPerks.json skills.new-horizons:learning.perks[id=new-horizons:learning.scholar].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Eagle Eye (new-horizons:learning.eagleEye)","config/newHorizonsPerks.json skills.new-horizons:learning.perks[id=new-horizons:learning.eagleEye].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Historian (new-horizons:learning.historian)","config/newHorizonsPerks.json skills.new-horizons:learning.perks[id=new-horizons:learning.historian].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Mentor (new-horizons:learning.mentor)","config/newHorizonsPerks.json skills.new-horizons:learning.perks[id=new-horizons:learning.mentor].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Academic Study (new-horizons:learning.academicStudy)","config/newHorizonsPerks.json skills.new-horizons:learning.perks[id=new-horizons:learning.academicStudy].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Quick Study (new-horizons:learning.quickStudy)","config/newHorizonsPerks.json skills.new-horizons:learning.perks[id=new-horizons:learning.quickStudy].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Field Study (new-horizons:learning.fieldStudy)","config/newHorizonsPerks.json skills.new-horizons:learning.perks[id=new-horizons:learning.fieldStudy].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Archivist (new-horizons:learning.archivist)","config/newHorizonsPerks.json skills.new-horizons:learning.perks[id=new-horizons:learning.archivist].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Sage (new-horizons:learning.sage)","config/newHorizonsPerks.json skills.new-horizons:learning.perks[id=new-horizons:learning.sage].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Master Teacher (new-horizons:learning.masterTeacher)","config/newHorizonsPerks.json skills.new-horizons:learning.perks[id=new-horizons:learning.masterTeacher].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Opportunist (new-horizons:luck.opportunist)","config/newHorizonsPerks.json skills.new-horizons:luck.perks[id=new-horizons:luck.opportunist].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Second Chance (new-horizons:luck.secondChance)","config/newHorizonsPerks.json skills.new-horizons:luck.perks[id=new-horizons:luck.secondChance].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Lucky Aim (new-horizons:luck.luckyAim)","config/newHorizonsPerks.json skills.new-horizons:luck.perks[id=new-horizons:luck.luckyAim].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Fortune's Favor (new-horizons:luck.fortuneSFavor)","config/newHorizonsPerks.json skills.new-horizons:luck.perks[id=new-horizons:luck.fortuneSFavor].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Serendipity (new-horizons:luck.serendipity)","config/newHorizonsPerks.json skills.new-horizons:luck.perks[id=new-horizons:luck.serendipity].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Lucky Recovery (new-horizons:luck.luckyRecovery)","config/newHorizonsPerks.json skills.new-horizons:luck.perks[id=new-horizons:luck.luckyRecovery].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Gambler (new-horizons:luck.gambler)","config/newHorizonsPerks.json skills.new-horizons:luck.perks[id=new-horizons:luck.gambler].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Chain of Fortune (new-horizons:luck.chainOfFortune)","config/newHorizonsPerks.json skills.new-horizons:luck.perks[id=new-horizons:luck.chainOfFortune].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Twist of Fate (new-horizons:luck.twistOfFate)","config/newHorizonsPerks.json skills.new-horizons:luck.perks[id=new-horizons:luck.twistOfFate].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Perfect Fortune (new-horizons:luck.perfectFortune)","config/newHorizonsPerks.json skills.new-horizons:luck.perks[id=new-horizons:luck.perfectFortune].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Sacred Command (new-horizons:divineMandate.sacredCommand)","config/newHorizonsPerks.json skills.new-horizons:divineMandate.perks[id=new-horizons:divineMandate.sacredCommand].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Consecrated Casting (new-horizons:divineMandate.consecratedCasting)","config/newHorizonsPerks.json skills.new-horizons:divineMandate.perks[id=new-horizons:divineMandate.consecratedCasting].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Shared Purpose (new-horizons:divineMandate.sharedPurpose)","config/newHorizonsPerks.json skills.new-horizons:divineMandate.perks[id=new-horizons:divineMandate.sharedPurpose].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Chaplain's Reserve (new-horizons:divineMandate.chaplainSReserve)","config/newHorizonsPerks.json skills.new-horizons:divineMandate.perks[id=new-horizons:divineMandate.chaplainSReserve].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Divine Discipline (new-horizons:divineMandate.divineDiscipline)","config/newHorizonsPerks.json skills.new-horizons:divineMandate.perks[id=new-horizons:divineMandate.divineDiscipline].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Purifying Mandate (new-horizons:divineMandate.purifyingMandate)","config/newHorizonsPerks.json skills.new-horizons:divineMandate.perks[id=new-horizons:divineMandate.purifyingMandate].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Knightly Sequence (new-horizons:divineMandate.knightlySequence)","config/newHorizonsPerks.json skills.new-horizons:divineMandate.perks[id=new-horizons:divineMandate.knightlySequence].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Royal Standard (new-horizons:divineMandate.royalStandard)","config/newHorizonsPerks.json skills.new-horizons:divineMandate.perks[id=new-horizons:divineMandate.royalStandard].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Mandate of Heaven (new-horizons:divineMandate.mandateOfHeaven)","config/newHorizonsPerks.json skills.new-horizons:divineMandate.perks[id=new-horizons:divineMandate.mandateOfHeaven].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Crown and Altar (new-horizons:divineMandate.crownAndAltar)","config/newHorizonsPerks.json skills.new-horizons:divineMandate.perks[id=new-horizons:divineMandate.crownAndAltar].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Veiled Movement (new-horizons:shroudOfMalassa.veiledMovement)","config/newHorizonsPerks.json skills.new-horizons:shroudOfMalassa.perks[id=new-horizons:shroudOfMalassa.veiledMovement].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Backstab (new-horizons:shroudOfMalassa.backstab)","config/newHorizonsPerks.json skills.new-horizons:shroudOfMalassa.perks[id=new-horizons:shroudOfMalassa.backstab].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Ambusher (new-horizons:shroudOfMalassa.ambusher)","config/newHorizonsPerks.json skills.new-horizons:shroudOfMalassa.perks[id=new-horizons:shroudOfMalassa.ambusher].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Shadow Assault (new-horizons:shroudOfMalassa.shadowAssault)","config/newHorizonsPerks.json skills.new-horizons:shroudOfMalassa.perks[id=new-horizons:shroudOfMalassa.shadowAssault].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","No Escape (new-horizons:shroudOfMalassa.noEscape)","config/newHorizonsPerks.json skills.new-horizons:shroudOfMalassa.perks[id=new-horizons:shroudOfMalassa.noEscape].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Evasive Shroud (new-horizons:shroudOfMalassa.evasiveShroud)","config/newHorizonsPerks.json skills.new-horizons:shroudOfMalassa.perks[id=new-horizons:shroudOfMalassa.evasiveShroud].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Deep Flank (new-horizons:shroudOfMalassa.deepFlank)","config/newHorizonsPerks.json skills.new-horizons:shroudOfMalassa.perks[id=new-horizons:shroudOfMalassa.deepFlank].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Night Prowler (new-horizons:shroudOfMalassa.nightProwler)","config/newHorizonsPerks.json skills.new-horizons:shroudOfMalassa.perks[id=new-horizons:shroudOfMalassa.nightProwler].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Encircled Doom (new-horizons:shroudOfMalassa.encircledDoom)","config/newHorizonsPerks.json skills.new-horizons:shroudOfMalassa.perks[id=new-horizons:shroudOfMalassa.encircledDoom].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Vanish (new-horizons:shroudOfMalassa.vanish)","config/newHorizonsPerks.json skills.new-horizons:shroudOfMalassa.perks[id=new-horizons:shroudOfMalassa.vanish].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Master Gate (new-horizons:demonicGating.masterGate)","config/newHorizonsPerks.json skills.new-horizons:demonicGating.perks[id=new-horizons:demonicGating.masterGate].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Corpse Preservation (new-horizons:necromancy.corpsePreservation)","config/newHorizonsPerks.json skills.new-horizons:necromancy.perks[id=new-horizons:necromancy.corpsePreservation].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Soul Harvester (new-horizons:necromancy.soulHarvester)","config/newHorizonsPerks.json skills.new-horizons:necromancy.perks[id=new-horizons:necromancy.soulHarvester].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Death Lord (new-horizons:necromancy.deathLord)","config/newHorizonsPerks.json skills.new-horizons:necromancy.perks[id=new-horizons:necromancy.deathLord].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Grave Knowledge (new-horizons:necromancy.graveKnowledge)","config/newHorizonsPerks.json skills.new-horizons:necromancy.perks[id=new-horizons:necromancy.graveKnowledge].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Ossuary (new-horizons:necromancy.ossuary)","config/newHorizonsPerks.json skills.new-horizons:necromancy.perks[id=new-horizons:necromancy.ossuary].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Master of Bones (new-horizons:necromancy.masterOfBones)","config/newHorizonsPerks.json skills.new-horizons:necromancy.perks[id=new-horizons:necromancy.masterOfBones].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Lord of the Dead (new-horizons:necromancy.lordOfTheDead)","config/newHorizonsPerks.json skills.new-horizons:necromancy.perks[id=new-horizons:necromancy.lordOfTheDead].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","First Blood (new-horizons:bloodrage.firstBlood)","config/newHorizonsPerks.json skills.new-horizons:bloodrage.perks[id=new-horizons:bloodrage.firstBlood].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Blood Scent (new-horizons:bloodrage.bloodScent)","config/newHorizonsPerks.json skills.new-horizons:bloodrage.perks[id=new-horizons:bloodrage.bloodScent].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Rage Through Pain (new-horizons:bloodrage.rageThroughPain)","config/newHorizonsPerks.json skills.new-horizons:bloodrage.perks[id=new-horizons:bloodrage.rageThroughPain].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Slayer (new-horizons:bloodrage.slayer)","config/newHorizonsPerks.json skills.new-horizons:bloodrage.perks[id=new-horizons:bloodrage.slayer].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Unrelenting (new-horizons:bloodrage.unrelenting)","config/newHorizonsPerks.json skills.new-horizons:bloodrage.perks[id=new-horizons:bloodrage.unrelenting].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Berserker (new-horizons:bloodrage.berserker)","config/newHorizonsPerks.json skills.new-horizons:bloodrage.perks[id=new-horizons:bloodrage.berserker].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Fury Unbound (new-horizons:bloodrage.furyUnbound)","config/newHorizonsPerks.json skills.new-horizons:bloodrage.perks[id=new-horizons:bloodrage.furyUnbound].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Avatar of Rage (new-horizons:bloodrage.avatarOfRage)","config/newHorizonsPerks.json skills.new-horizons:bloodrage.perks[id=new-horizons:bloodrage.avatarOfRage].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Endless Bloodshed (new-horizons:bloodrage.endlessBloodshed)","config/newHorizonsPerks.json skills.new-horizons:bloodrage.perks[id=new-horizons:bloodrage.endlessBloodshed].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Mireborn (new-horizons:bulwarkOfTheMire.mireborn)","config/newHorizonsPerks.json skills.new-horizons:bulwarkOfTheMire.perks[id=new-horizons:bulwarkOfTheMire.mireborn].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Thick Hide (new-horizons:bulwarkOfTheMire.thickHide)","config/newHorizonsPerks.json skills.new-horizons:bulwarkOfTheMire.perks[id=new-horizons:bulwarkOfTheMire.thickHide].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Bog Ambush (new-horizons:bulwarkOfTheMire.bogAmbush)","config/newHorizonsPerks.json skills.new-horizons:bulwarkOfTheMire.perks[id=new-horizons:bulwarkOfTheMire.bogAmbush].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Toxic Spines (new-horizons:bulwarkOfTheMire.toxicSpines)","config/newHorizonsPerks.json skills.new-horizons:bulwarkOfTheMire.perks[id=new-horizons:bulwarkOfTheMire.toxicSpines].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
